,BEGDATE,COUNTY,DIR,PEAKHR,SITE,TRUCKS,TYPE,PEAKVOL,Price,Row Count,Row Count - TrafficCounts.txt,TOTVOL,late night,early morning,morning,afternoon,evening,night,late_night_median,early_morning_median,morning_median,afternoon_median,evening_median,night_median
0,1/1/2016,75,E,16,38,,H,982,1.5,1,1,12692,1034,744,2529,3731,3277,1377,517,2453,4876,5346,5117,2118
1,1/1/2016,75,E,14,104,,H,988,0.28,1,1,11372,951,609,2143,3635,2714,1320,517,2453,4876,5346,5117,2118
2,1/1/2016,75,E,13,336,,H,1937,1.64,1,1,22595,1635,930,4372,7054,5712,2892,517,2453,4876,5346,5117,2118
3,1/1/2016,75,E,12,130,,H,5402,1.3,1,1,88437,13320,5708,17711,20661,17335,13702,517,2453,4876,5346,5117,2118
4,1/1/2016,75,N,15,175,,H,771,1.09,1,1,11005,1131,743,2043,2875,2848,1365,517,2453,4876,5346,5117,2118
5,1/1/2016,75,N,18,154,,H,1448,1.37,1,1,22889,2406,1554,3470,5493,5566,4400,517,2453,4876,5346,5117,2118
6,1/1/2016,77,E,17,299,,H,362,0.55,1,1,4497,305,239,985,1381,1156,431,517,2453,4876,5346,5117,2118
7,1/1/2016,77,E,19,197,,H,920,2,1,1,12603,1323,590,1883,3563,3432,1812,517,2453,4876,5346,5117,2118
8,1/1/2016,77,E,14,343,,H,4367,0.5,1,1,63346,6823,3855,12113,16902,14900,8753,517,2453,4876,5346,5117,2118
9,1/1/2016,77,N,14,102,,H,1016,0.82,1,1,13059,998,532,2326,3854,3508,1841,517,2453,4876,5346,5117,2118
10,2/1/2016,75,E,14,38,,N,1352,1.5,1,1,16096,403,1091,4027,5036,3974,1565,517,2453,4876,5346,5117,2118
11,2/1/2016,75,E,16,104,,N,915,0.28,1,1,11809,385,684,2471,3533,3129,1607,517,2453,4876,5346,5117,2118
12,2/1/2016,75,E,13,336,,A,1845,1.64,1,1,23933,828,1392,5522,6613,5821,3757,517,2453,4876,5346,5117,2118
13,2/1/2016,75,E,14,130,,A,5334,1.3,1,1,87738,6145,7641,18546,19913,18554,16939,517,2453,4876,5346,5117,2118
14,2/1/2016,75,N,12,175,,A,1046,1.09,1,1,13740,488,972,3184,3900,3523,1673,517,2453,4876,5346,5117,2118
15,2/1/2016,75,N,18,154,,A,1729,1.37,1,1,24562,1363,1713,4062,6024,6363,5037,517,2453,4876,5346,5117,2118
16,2/1/2016,77,E,12,299,,N,405,0.55,1,1,5165,114,382,1210,1531,1329,599,517,2453,4876,5346,5117,2118
17,2/1/2016,77,E,14,197,,A,1266,2,1,1,15951,514,918,3414,4756,4127,2222,517,2453,4876,5346,5117,2118
18,2/1/2016,77,E,14,343,,A,4831,0.5,1,1,72331,3281,6682,16363,19056,15966,10983,517,2453,4876,5346,5117,2118
19,2/1/2016,77,N,15,102,,N,1385,0.82,1,1,16487,503,669,3527,5377,4298,2113,517,2453,4876,5346,5117,2118
20,3/1/2016,75,E,14,38,,A,1211,1.5,1,1,12542,408,847,3056,4178,2937,1116,517,2453,4876,5346,5117,2118
21,3/1/2016,75,E,15,104,,N,824,0.28,1,1,9567,523,429,1810,3065,2659,1081,517,2453,4876,5346,5117,2118
22,3/1/2016,75,E,12,336,,A,1685,1.64,1,1,20051,1112,1135,4821,5410,4830,2743,517,2453,4876,5346,5117,2118
23,3/1/2016,75,E,13,130,,A,4594,1.3,1,1,70866,6515,5493,15455,17757,15588,10058,517,2453,4876,5346,5117,2118
24,3/1/2016,75,N,13,175,,N,1068,1.09,1,1,11586,559,746,2555,3693,2863,1170,517,2453,4876,5346,5117,2118
25,3/1/2016,75,N,14,154,,A,1568,1.37,1,1,23260,1713,1759,3561,6028,5762,4437,517,2453,4876,5346,5117,2118
26,3/1/2016,77,E,14,299,,N,388,0.55,1,1,4265,141,342,936,1411,1029,406,517,2453,4876,5346,5117,2118
27,3/1/2016,77,E,16,197,,A,1054,2,1,1,12511,571,572,2579,4147,3326,1316,517,2453,4876,5346,5117,2118
28,3/1/2016,77,E,13,343,,A,4019,0.5,1,1,53809,3952,4020,10849,15729,12743,6516,517,2453,4876,5346,5117,2118
29,3/1/2016,77,N,14,102,,N,1108,0.82,1,1,12467,486,488,2399,4188,3465,1441,517,2453,4876,5346,5117,2118
30,4/1/2016,75,E,18,104,,N,1171,0.28,1,1,12286,227,1714,2367,2981,3783,1214,517,2453,4876,5346,5117,2118
31,4/1/2016,75,E,8,38,,N,1582,1.5,1,1,19434,291,3487,4834,5104,4497,1221,517,2453,4876,5346,5117,2118
32,4/1/2016,75,E,18,336,,N,1978,1.64,1,1,22765,764,2612,5352,5136,6432,2469,517,2453,4876,5346,5117,2118
33,4/1/2016,75,E,17,130,,N,5335,1.3,1,1,82006,3360,9928,19498,18952,18740,11528,517,2453,4876,5346,5117,2118
34,4/1/2016,75,N,9,175,,N,1472,1.09,1,1,20265,394,2995,5306,5369,4782,1419,517,2453,4876,5346,5117,2118
35,4/1/2016,75,N,18,154,,A,2205,1.37,1,1,29097,1453,3397,5739,7065,7442,4001,517,2453,4876,5346,5117,2118
36,4/1/2016,77,E,18,299,,N,623,0.55,1,1,6066,151,953,1232,1432,1814,484,517,2453,4876,5346,5117,2118
37,4/1/2016,77,E,18,197,,N,1788,2,1,1,22307,341,3007,5373,5922,5862,1802,517,2453,4876,5346,5117,2118
38,4/1/2016,77,E,18,343,,N,5732,0.5,1,1,71927,1859,9520,16303,17293,19660,7292,517,2453,4876,5346,5117,2118
39,4/1/2016,77,N,18,102,,N,1755,0.82,1,1,20285,329,1838,4453,5940,5857,1868,517,2453,4876,5346,5117,2118
40,5/1/2016,75,E,8,38,,N,1653,1.5,1,1,19075,265,3550,4758,4867,4424,1211,517,2453,4876,5346,5117,2118
41,5/1/2016,75,E,18,104,,N,1101,0.28,1,1,12115,264,1687,2322,2891,3736,1215,517,2453,4876,5346,5117,2118
42,5/1/2016,75,E,18,336,,A,1944,1.64,1,1,21304,756,2373,4799,4932,6237,2207,517,2453,4876,5346,5117,2118
43,5/1/2016,75,E,18,130,,N,5946,1.3,1,1,86948,3664,10725,20758,19795,20096,11910,517,2453,4876,5346,5117,2118
44,5/1/2016,75,N,8,175,,N,1483,1.09,1,1,20734,498,3130,5211,5438,4944,1513,517,2453,4876,5346,5117,2118
45,5/1/2016,75,N,18,154,,N,2214,1.37,1,1,28036,1225,3325,5338,6949,7333,3866,517,2453,4876,5346,5117,2118
46,5/1/2016,77,E,18,299,,N,603,0.55,1,1,5581,88,957,1043,1364,1715,414,517,2453,4876,5346,5117,2118
47,5/1/2016,77,E,17,197,,N,1772,2,1,1,22945,380,3049,5405,6145,6058,1908,517,2453,4876,5346,5117,2118
48,5/1/2016,77,E,17,343,,N,5904,0.5,1,1,73296,2039,9424,16551,17571,20002,7709,517,2453,4876,5346,5117,2118
49,5/1/2016,77,N,18,102,,N,1784,0.82,1,1,19590,339,1825,4168,5714,5743,1801,517,2453,4876,5346,5117,2118
50,6/1/2016,75,E,8,38,,N,1607,1.5,1,1,19098,251,3504,4808,4870,4402,1263,517,2453,4876,5346,5117,2118
51,6/1/2016,75,E,17,104,,N,1081,0.28,1,1,12247,265,1659,2244,2994,3722,1363,517,2453,4876,5346,5117,2118
52,6/1/2016,75,E,17,336,,N,1866,1.64,1,1,21056,659,2285,4664,4815,6269,2364,517,2453,4876,5346,5117,2118
53,6/1/2016,75,E,18,130,,N,5986,1.3,1,1,85667,3364,10181,19656,20089,20516,11861,517,2453,4876,5346,5117,2118
54,6/1/2016,75,N,9,175,,N,1498,1.09,1,1,20907,509,3093,5174,5435,5036,1660,517,2453,4876,5346,5117,2118
55,6/1/2016,75,N,18,154,,N,2205,1.37,1,1,28325,1096,3216,5445,7082,7539,3947,517,2453,4876,5346,5117,2118
56,6/1/2016,77,E,18,299,,N,630,0.55,1,1,5651,81,918,1129,1293,1810,420,517,2453,4876,5346,5117,2118
57,6/1/2016,77,E,18,197,,N,1747,2,1,1,23035,391,2902,5428,6190,6037,2087,517,2453,4876,5346,5117,2118
58,6/1/2016,77,E,18,343,,N,5800,0.5,1,1,72496,2023,8852,16081,17284,19936,8320,517,2453,4876,5346,5117,2118
59,6/1/2016,77,N,18,102,,N,1702,0.82,1,1,19354,307,1842,4091,5589,5586,1939,517,2453,4876,5346,5117,2118
60,7/1/2016,75,E,8,38,,N,1608,1.5,1,1,18920,303,3482,4792,4682,4348,1313,517,2453,4876,5346,5117,2118
61,7/1/2016,75,E,18,104,,N,1116,0.28,1,1,12292,269,1713,2376,2959,3718,1257,517,2453,4876,5346,5117,2118
62,7/1/2016,75,E,18,336,,N,2030,1.64,1,1,22396,646,2427,5207,5245,6497,2374,517,2453,4876,5346,5117,2118
63,7/1/2016,75,E,9,130,,N,5482,1.3,1,1,81612,3313,10751,20550,18167,17329,11502,517,2453,4876,5346,5117,2118
64,7/1/2016,75,N,8,175,,N,1465,1.09,1,1,21192,508,3127,5248,5589,5062,1658,517,2453,4876,5346,5117,2118
65,7/1/2016,75,N,18,154,,N,2102,1.37,1,1,27947,1062,3170,5261,7017,7324,4113,517,2453,4876,5346,5117,2118
66,7/1/2016,77,E,18,299,,N,606,0.55,1,1,6135,91,1005,1188,1472,1840,539,517,2453,4876,5346,5117,2118
67,7/1/2016,77,E,18,197,,N,1792,2,1,1,22924,387,2974,5458,6092,5964,2049,517,2453,4876,5346,5117,2118
68,7/1/2016,77,E,18,343,,N,5787,0.5,1,1,74050,2087,9273,16738,17634,20140,8178,517,2453,4876,5346,5117,2118
69,7/1/2016,77,N,18,102,,N,1795,0.82,1,1,19731,343,1810,4080,5626,5864,2008,517,2453,4876,5346,5117,2118
70,8/1/2016,75,E,9,38,,N,1633,1.5,1,1,20527,288,3352,5389,5185,4641,1672,517,2453,4876,5346,5117,2118
71,8/1/2016,75,E,17,104,,N,1188,0.28,1,1,13550,276,1589,2561,3275,4081,1768,517,2453,4876,5346,5117,2118
72,8/1/2016,75,E,18,336,,N,2068,1.64,1,1,24782,674,2407,5866,6176,6838,2821,517,2453,4876,5346,5117,2118
73,8/1/2016,75,E,17,130,,N,4962,1.3,1,1,79292,3347,9406,17155,17914,18101,13369,517,2453,4876,5346,5117,2118
74,8/1/2016,75,N,8,175,,N,1482,1.09,1,1,21206,534,3035,5092,5562,4912,2071,517,2453,4876,5346,5117,2118
75,8/1/2016,75,N,18,154,,N,2194,1.37,1,1,29084,1121,2986,5349,7246,7656,4726,517,2453,4876,5346,5117,2118
76,8/1/2016,77,E,18,299,,N,601,0.55,1,1,6620,113,933,1373,1615,1933,653,517,2453,4876,5346,5117,2118
77,8/1/2016,77,E,18,197,,N,1708,2,1,1,24036,404,2970,5754,6472,5946,2490,517,2453,4876,5346,5117,2118
78,8/1/2016,77,E,17,343,,N,5788,0.5,1,1,76065,2105,8814,16625,19118,19990,9413,517,2453,4876,5346,5117,2118
79,8/1/2016,77,N,18,102,,N,1787,0.82,1,1,21548,362,1854,4464,6257,6128,2483,517,2453,4876,5346,5117,2118
80,9/1/2016,75,E,13,38,,N,1341,1.5,1,1,16498,430,1257,4258,5168,3768,1617,517,2453,4876,5346,5117,2118
81,9/1/2016,75,E,16,104,,N,939,0.28,1,1,12364,452,867,2588,3607,3262,1588,517,2453,4876,5346,5117,2118
82,9/1/2016,75,E,12,336,,N,1785,1.64,1,1,22173,778,1601,5548,5944,5274,3028,517,2453,4876,5346,5117,2118
83,9/1/2016,75,E,16,130,,N,4902,1.3,1,1,75942,4285,5489,16691,18432,17673,13372,517,2453,4876,5346,5117,2118
84,9/1/2016,75,N,14,175,,N,1212,1.09,1,1,15655,699,1183,3623,4516,3869,1765,517,2453,4876,5346,5117,2118
85,9/1/2016,77,E,16,299,,N,446,0.55,1,1,5396,171,501,1247,1618,1315,544,517,2453,4876,5346,5117,2118
86,9/1/2016,77,E,14,197,,N,1388,2,1,1,17889,535,1032,4167,5391,4420,2344,517,2453,4876,5346,5117,2118
87,9/1/2016,77,E,13,343,,N,4280,0.5,1,1,62887,3034,4599,13711,16747,15220,9576,517,2453,4876,5346,5117,2118
88,9/1/2016,77,N,15,102,,N,1425,0.82,1,1,17448,559,779,3877,5569,4523,2141,517,2453,4876,5346,5117,2118
89,10/1/2016,75,E,14,38,,N,1170,1.5,1,1,13364,392,886,3464,4306,3199,1117,517,2453,4876,5346,5117,2118
90,10/1/2016,75,E,17,104,,N,880,0.28,1,1,10796,486,527,2209,3426,2986,1162,517,2453,4876,5346,5117,2118
91,10/1/2016,75,E,12,336,,N,1511,1.64,1,1,19107,865,972,4408,5198,5208,2456,517,2453,4876,5346,5117,2118
92,10/1/2016,75,E,17,130,,N,5320,1.3,1,1,74332,4704,4204,15273,20202,18272,11677,517,2453,4876,5346,5117,2118
93,10/1/2016,75,N,13,175,,N,1217,1.09,1,1,12378,621,765,2822,3949,3099,1122,517,2453,4876,5346,5117,2118
94,10/1/2016,75,N,14,154,,N,1507,1.37,1,1,21256,1243,1422,3499,5672,5468,3952,517,2453,4876,5346,5117,2118
95,10/1/2016,77,E,15,299,,N,393,0.55,1,1,4612,149,296,1084,1460,1213,410,517,2453,4876,5346,5117,2118
96,10/1/2016,77,E,13,197,,N,1170,2,1,1,14113,601,580,3082,4516,3899,1435,517,2453,4876,5346,5117,2118
97,10/1/2016,77,E,14,343,,N,4032,0.5,1,1,53919,3297,2965,10857,15832,14239,6729,517,2453,4876,5346,5117,2118
98,10/1/2016,77,N,15,102,,N,1196,0.82,1,1,13480,538,507,2640,4529,3760,1506,517,2453,4876,5346,5117,2118
99,11/1/2016,75,E,8,38,,N,1691,1.5,1,1,18969,254,3606,4762,4864,4331,1152,517,2453,4876,5346,5117,2118
100,11/1/2016,75,E,17,104,,N,1105,0.28,1,1,12537,245,1805,2373,3054,3823,1237,517,2453,4876,5346,5117,2118
101,11/1/2016,75,E,18,336,,N,1869,1.64,1,1,21059,680,2627,5248,4690,5928,1886,517,2453,4876,5346,5117,2118
102,11/1/2016,75,E,9,130,,N,5438,1.3,1,1,81960,3290,11069,20368,19059,17892,10282,517,2453,4876,5346,5117,2118
103,11/1/2016,75,N,8,175,,N,1510,1.09,1,1,20473,397,3045,5289,5469,4886,1387,517,2453,4876,5346,5117,2118
104,11/1/2016,75,N,18,154,,N,2231,1.37,1,1,27837,1195,3257,5517,6621,7477,3770,517,2453,4876,5346,5117,2118
105,11/1/2016,77,E,18,299,,N,644,0.55,1,1,6150,108,1075,1350,1414,1771,432,517,2453,4876,5346,5117,2118
106,11/1/2016,77,E,17,197,,N,1843,2,1,1,23315,327,3078,5691,6284,6211,1724,517,2453,4876,5346,5117,2118
107,11/1/2016,77,E,18,343,,N,5382,0.5,1,1,69094,1866,9383,16723,15867,18390,6865,517,2453,4876,5346,5117,2118
108,11/1/2016,77,N,18,102,,N,1780,0.82,1,1,19920,296,1863,4237,5775,5910,1839,517,2453,4876,5346,5117,2118
109,12/1/2016,75,E,8,38,,N,1690,1.5,1,1,19192,290,3634,4853,4796,4414,1205,517,2453,4876,5346,5117,2118
110,12/1/2016,75,E,18,104,,N,1182,0.28,1,1,12621,222,1732,2349,3072,3875,1371,517,2453,4876,5346,5117,2118
111,12/1/2016,75,E,17,336,,N,1886,1.64,1,1,20381,542,2426,4761,4497,6071,2084,517,2453,4876,5346,5117,2118
112,12/1/2016,75,E,10,130,,N,5319,1.3,1,1,80479,2950,10550,19802,18135,18244,10798,517,2453,4876,5346,5117,2118
113,12/1/2016,75,N,18,175,,N,1510,1.09,1,1,20905,512,3150,5230,5405,5070,1538,517,2453,4876,5346,5117,2118
114,12/1/2016,75,N,18,154,,N,2120,1.37,1,1,27780,1044,3126,5500,6876,7323,3911,517,2453,4876,5346,5117,2118
115,12/1/2016,77,E,18,299,,N,588,0.55,1,1,5810,79,1005,1168,1403,1729,426,517,2453,4876,5346,5117,2118
116,12/1/2016,77,E,18,197,,N,1882,2,1,1,23275,346,3028,5688,6053,6126,2034,517,2453,4876,5346,5117,2118
117,12/1/2016,77,E,18,343,,N,5580,0.5,1,1,71913,1854,9201,16795,17188,19512,7363,517,2453,4876,5346,5117,2118
118,12/1/2016,77,N,18,102,,N,1788,0.82,1,1,19438,307,1836,4119,5655,5650,1871,517,2453,4876,5346,5117,2118
119,13-01-2016,75,E,8,38,,N,1666,1.5,1,1,19471,278,3603,4845,4850,4562,1333,517,2453,4876,5346,5117,2118
120,13-01-2016,75,E,18,104,,N,1164,0.28,1,1,12846,243,1757,2293,3164,3885,1504,517,2453,4876,5346,5117,2118
121,13-01-2016,75,E,18,336,,N,1893,1.64,1,1,20655,577,2381,4740,4690,6074,2193,517,2453,4876,5346,5117,2118
122,13-01-2016,75,E,17,130,,N,5502,1.3,1,1,83970,2866,10405,20366,19643,19119,11571,517,2453,4876,5346,5117,2118
123,13-01-2016,75,N,9,175,,N,1514,1.09,1,1,20913,472,3158,5280,5431,4932,1640,517,2453,4876,5346,5117,2118
124,13-01-2016,75,N,18,154,,N,2254,1.37,1,1,27951,987,3103,5379,6936,7567,3979,517,2453,4876,5346,5117,2118
125,13-01-2016,77,E,18,299,,N,622,0.55,1,1,5933,87,1018,1183,1439,1769,437,517,2453,4876,5346,5117,2118
126,13-01-2016,77,E,18,197,,N,1766,2,1,1,23586,352,3088,5699,6119,6201,2127,517,2453,4876,5346,5117,2118
127,13-01-2016,77,E,17,343,,N,5733,0.5,1,1,72798,1871,9508,16542,17432,19859,7586,517,2453,4876,5346,5117,2118
128,13-01-2016,77,N,18,102,,N,1756,0.82,1,1,19732,272,1851,4149,5789,5746,1925,517,2453,4876,5346,5117,2118
129,14-01-2016,75,E,8,38,,N,1693,1.5,1,1,19238,280,3545,4760,4780,4427,1446,517,2453,4876,5346,5117,2118
130,14-01-2016,75,E,17,104,,N,1197,0.28,1,1,13290,269,1790,2437,3205,4103,1486,517,2453,4876,5346,5117,2118
131,14-01-2016,75,E,18,336,,N,2078,1.64,1,1,22423,629,2354,4892,5344,6732,2472,517,2453,4876,5346,5117,2118
132,14-01-2016,75,E,9,130,,N,5441,1.3,1,1,82104,3498,10816,21029,17459,17406,11896,517,2453,4876,5346,5117,2118
133,14-01-2016,75,N,8,175,,N,1584,1.09,1,1,20355,504,3154,5087,4753,5041,1816,517,2453,4876,5346,5117,2118
134,14-01-2016,75,N,18,154,,N,2276,1.37,1,1,28993,1099,3191,5452,7155,7838,4258,517,2453,4876,5346,5117,2118
135,14-01-2016,77,E,18,299,,N,643,0.55,1,1,6416,98,1002,1288,1580,1889,559,517,2453,4876,5346,5117,2118
136,14-01-2016,77,E,18,197,,N,1820,2,1,1,23578,352,3097,5706,6309,6081,2033,517,2453,4876,5346,5117,2118
137,14-01-2016,77,E,17,343,,N,5588,0.5,1,1,74570,1934,9410,17037,17770,20002,8417,517,2453,4876,5346,5117,2118
138,14-01-2016,77,N,18,102,,N,1726,0.82,1,1,20066,295,1843,4218,5737,5906,2067,517,2453,4876,5346,5117,2118
139,15-01-2016,75,E,8,38,,N,1386,1.5,1,1,18291,294,3017,4245,4743,4327,1665,517,2453,4876,5346,5117,2118
140,15-01-2016,75,E,17,104,,N,1163,0.28,1,1,13267,285,1447,2373,3457,3988,1717,517,2453,4876,5346,5117,2118
141,15-01-2016,75,E,17,336,,N,2035,1.64,1,1,24029,628,2102,5056,6218,6924,3101,517,2453,4876,5346,5117,2118
142,15-01-2016,75,E,17,130,,N,4877,1.3,1,1,77388,3665,8911,15919,17880,17143,13870,517,2453,4876,5346,5117,2118
143,15-01-2016,75,N,16,175,,N,1466,1.09,1,1,20878,553,2938,4803,5526,4972,2086,517,2453,4876,5346,5117,2118
144,15-01-2016,75,N,18,154,,N,2070,1.37,1,1,29154,1192,3030,5319,7099,7614,4900,517,2453,4876,5346,5117,2118
145,15-01-2016,77,E,18,299,,N,584,0.55,1,1,6323,142,967,1277,1490,1766,681,517,2453,4876,5346,5117,2118
146,15-01-2016,77,E,18,197,,N,1695,2,1,1,23211,440,2955,5211,6135,5992,2478,517,2453,4876,5346,5117,2118
147,15-01-2016,77,E,18,343,,N,5656,0.5,1,1,74203,2227,8695,15093,18382,19614,10192,517,2453,4876,5346,5117,2118
148,15-01-2016,77,N,18,102,,N,1827,0.82,1,1,21249,351,1822,4218,6093,6211,2554,517,2453,4876,5346,5117,2118
149,16-01-2016,75,E,13,38,,N,1367,1.5,1,1,16660,393,1371,4382,4933,3983,1598,517,2453,4876,5346,5117,2118
150,16-01-2016,75,E,13,104,,N,1049,0.28,1,1,13329,452,915,3006,3873,3308,1775,517,2453,4876,5346,5117,2118
151,16-01-2016,75,E,12,336,,A,2216,1.64,1,1,25831,897,1562,6832,6992,6076,3472,517,2453,4876,5346,5117,2118
152,16-01-2016,75,E,17,130,,A,5816,1.3,1,1,85937,5295,6080,18625,20258,18637,17042,517,2453,4876,5346,5117,2118
153,16-01-2016,75,N,16,175,,N,1154,1.09,1,1,16109,707,1219,3744,4503,4053,1883,517,2453,4876,5346,5117,2118
154,16-01-2016,75,N,16,154,,N,1651,1.37,1,1,24299,1439,1850,4344,6117,6082,4467,517,2453,4876,5346,5117,2118
155,16-01-2016,77,E,16,299,,N,472,0.55,1,1,5741,155,490,1333,1790,1407,566,517,2453,4876,5346,5117,2118
156,16-01-2016,77,E,11,197,,N,1466,2,1,1,19349,595,1272,5069,5539,4339,2535,517,2453,4876,5346,5117,2118
157,16-01-2016,77,E,16,343,,N,4584,0.5,1,1,67498,3247,4890,14745,17137,16335,11144,517,2453,4876,5346,5117,2118
158,16-01-2016,77,N,13,102,,N,1425,0.82,1,1,17870,611,815,3814,5586,4798,2246,517,2453,4876,5346,5117,2118
159,17-01-2016,75,E,14,38,,N,1142,1.5,1,1,13052,421,809,3279,4060,3235,1248,517,2453,4876,5346,5117,2118
160,17-01-2016,75,E,17,104,,N,834,0.28,1,1,10215,472,413,2032,3130,2890,1278,517,2453,4876,5346,5117,2118
161,17-01-2016,75,E,12,336,,N,1485,1.64,1,1,18805,887,780,4168,5115,5074,2781,517,2453,4876,5346,5117,2118
162,17-01-2016,75,E,17,130,,A,5582,1.3,1,1,80066,6324,4044,16943,19514,19406,13835,517,2453,4876,5346,5117,2118
163,17-01-2016,75,N,13,175,,N,1141,1.09,1,1,12469,616,695,2785,4038,3027,1308,517,2453,4876,5346,5117,2118
164,17-01-2016,75,N,14,154,,N,1464,1.37,1,1,21018,1346,1460,3480,5575,5322,3835,517,2453,4876,5346,5117,2118
165,17-01-2016,77,E,16,299,,N,408,0.55,1,1,4314,136,251,955,1410,1105,457,517,2453,4876,5346,5117,2118
166,17-01-2016,77,E,13,197,,N,1135,2,1,1,14219,596,633,3289,4370,3680,1651,517,2453,4876,5346,5117,2118
167,17-01-2016,77,E,16,343,,N,3958,0.5,1,1,55089,3730,2836,10765,15674,14072,8012,517,2453,4876,5346,5117,2118
168,17-01-2016,77,N,16,102,,N,1105,0.82,1,1,13250,569,457,2602,4380,3618,1624,517,2453,4876,5346,5117,2118
169,18-01-2016,75,E,17,38,,H,1283,1.5,1,1,17406,276,2555,4310,4922,4126,1217,517,2453,4876,5346,5117,2118
170,18-01-2016,75,E,18,104,,H,1026,0.28,1,1,12047,284,1385,2391,3199,3596,1192,517,2453,4876,5346,5117,2118
171,18-01-2016,75,E,18,336,,H,1942,1.64,1,1,23202,594,2241,5758,5676,6483,2450,517,2453,4876,5346,5117,2118
172,18-01-2016,75,E,17,130,,H,5815,1.3,1,1,88081,4825,9689,20286,21160,19987,12134,517,2453,4876,5346,5117,2118
173,18-01-2016,75,N,18,175,,H,1450,1.09,1,1,18982,381,2403,4779,5292,4712,1415,517,2453,4876,5346,5117,2118
174,18-01-2016,75,N,18,154,,H,2078,1.37,1,1,26622,1100,2546,4827,6832,7211,4106,517,2453,4876,5346,5117,2118
175,18-01-2016,77,E,18,299,,H,552,0.55,1,1,5795,89,844,1238,1514,1628,482,517,2453,4876,5346,5117,2118
176,18-01-2016,77,E,18,197,,N,1649,2,1,1,21401,390,2521,5228,5922,5540,1800,517,2453,4876,5346,5117,2118
177,18-01-2016,77,E,16,343,,H,5312,0.5,1,1,73178,2182,8404,16613,18888,19522,7569,517,2453,4876,5346,5117,2118
178,18-01-2016,77,N,18,102,,H,1506,0.82,1,1,16614,306,1269,3466,4962,5005,1606,517,2453,4876,5346,5117,2118
179,19-01-2016,75,E,8,38,,N,1728,1.5,1,1,19008,279,3640,4853,4787,4318,1131,517,2453,4876,5346,5117,2118
180,19-01-2016,75,E,17,104,,N,1131,0.28,1,1,12595,219,1832,2336,3053,3875,1280,517,2453,4876,5346,5117,2118
181,19-01-2016,75,E,18,336,,N,1934,1.64,1,1,20837,603,2519,4860,4694,6188,1973,517,2453,4876,5346,5117,2118
182,19-01-2016,75,E,18,130,,N,5558,1.3,1,1,84959,3464,11279,20743,19352,19367,10754,517,2453,4876,5346,5117,2118
183,19-01-2016,75,N,8,175,,N,1532,1.09,1,1,20712,475,3171,5212,5391,4936,1527,517,2453,4876,5346,5117,2118
184,19-01-2016,75,N,18,154,,N,2161,1.37,1,1,27868,1080,3329,5469,6772,7520,3698,517,2453,4876,5346,5117,2118
185,19-01-2016,77,E,18,299,,N,585,0.55,1,1,5773,95,1006,1216,1288,1758,410,517,2453,4876,5346,5117,2118
186,19-01-2016,77,E,18,197,,N,1726,2,1,1,22949,304,3011,5671,6011,5958,1994,517,2453,4876,5346,5117,2118
187,19-01-2016,77,E,18,343,,N,5682,0.5,1,1,72564,1890,9410,17159,16974,19712,7419,517,2453,4876,5346,5117,2118
188,19-01-2016,77,N,17,102,,N,1599,0.82,1,1,19264,287,1833,4188,5654,5525,1777,517,2453,4876,5346,5117,2118
189,20-01-2016,75,E,18,104,,N,1091,0.28,1,1,12809,252,1728,2377,3150,3755,1547,517,2453,4876,5346,5117,2118
190,20-01-2016,75,E,8,38,,N,1633,1.5,1,1,19446,271,3614,4845,4878,4499,1339,517,2453,4876,5346,5117,2118
191,20-01-2016,75,E,17,336,,N,1903,1.64,1,1,20787,502,2369,4603,4812,6182,2319,517,2453,4876,5346,5117,2118
192,20-01-2016,75,E,17,130,,N,5557,1.3,1,1,83221,3081,10850,20390,18325,19344,11231,517,2453,4876,5346,5117,2118
193,20-01-2016,75,N,8,175,,N,1556,1.09,1,1,20939,508,3194,5346,5259,4972,1660,517,2453,4876,5346,5117,2118
194,20-01-2016,75,N,18,154,,N,2289,1.37,1,1,27784,921,3094,5353,6761,7752,3903,517,2453,4876,5346,5117,2118
195,20-01-2016,77,E,18,299,,N,584,0.55,1,1,5889,82,998,1144,1443,1790,432,517,2453,4876,5346,5117,2118
196,20-01-2016,77,E,17,197,,N,1695,2,1,1,23566,326,3101,5644,6395,5956,2144,517,2453,4876,5346,5117,2118
197,20-01-2016,77,E,18,343,,N,5752,0.5,1,1,74836,1913,9607,16953,17854,20066,8443,517,2453,4876,5346,5117,2118
198,20-01-2016,77,N,17,102,,N,1622,0.82,1,1,19457,240,1823,4010,5832,5525,2027,517,2453,4876,5346,5117,2118
199,21-01-2016,75,E,8,38,,N,1650,1.5,1,1,19293,288,3517,4945,4693,4567,1283,517,2453,4876,5346,5117,2118
200,21-01-2016,75,E,18,104,,N,1217,0.28,1,1,13144,265,1791,2480,3200,3977,1431,517,2453,4876,5346,5117,2118
201,21-01-2016,75,E,18,336,,N,1928,1.64,1,1,22677,542,2470,5219,5429,6453,2564,517,2453,4876,5346,5117,2118
202,21-01-2016,75,E,18,130,,N,5980,1.3,1,1,82580,3154,10856,19572,17489,19880,11629,517,2453,4876,5346,5117,2118
203,21-01-2016,75,N,8,175,,N,1531,1.09,1,1,20840,513,3203,5171,5532,4744,1677,517,2453,4876,5346,5117,2118
204,21-01-2016,75,N,18,154,,N,2282,1.37,1,1,28370,992,3061,5499,6981,7652,4185,517,2453,4876,5346,5117,2118
