,BEGDATE,COUNTY,DIR,PEAKHR,SITE,TRUCKS,TYPE,PEAKVOL,Price,Row Count,Row Count - TrafficCounts.txt,TOTVOL,late night,early morning,morning,afternoon,evening,night,late_night_median,early_morning_median,morning_median,afternoon_median,evening_median,night_median
831,24-03-2016,75,E,19,130,,A,4948,1.3,1,1,85324,4554,10227,18729,18797,18838,14179,517,2453,4876,5346,5117,2118
832,24-03-2016,75,N,18,175,,N,1352,1.09,1,1,19907,539,2691,4937,5131,4784,1825,517,2453,4876,5346,5117,2118
833,24-03-2016,75,N,18,154,,N,2265,1.37,1,1,29521,1276,3234,5424,7360,8109,4118,517,2453,4876,5346,5117,2118
834,24-03-2016,77,E,18,299,,N,624,0.55,1,1,6569,102,962,1243,1613,1978,671,517,2453,4876,5346,5117,2118
835,24-03-2016,77,E,18,197,,N,1666,2,1,1,23294,432,2799,5655,6205,5888,2315,517,2453,4876,5346,5117,2118
836,24-03-2016,77,E,18,343,,N,5667,0.5,1,1,80737,2456,9135,19256,19753,20231,9906,517,2453,4876,5346,5117,2118
837,24-03-2016,77,N,18,102,,N,1647,0.82,1,1,19604,424,1407,4015,5615,5650,2493,517,2453,4876,5346,5117,2118
838,25-03-2016,75,E,12,38,,N,1273,1.5,1,1,18258,340,2539,4537,4872,4143,1827,517,2453,4876,5346,5117,2118
839,25-03-2016,75,E,17,104,,N,1232,0.28,1,1,15179,387,1397,3031,4417,4020,1927,517,2453,4876,5346,5117,2118
840,25-03-2016,75,E,12,336,,A,2308,1.64,1,1,30160,1376,2340,7251,8098,7445,3650,517,2453,4876,5346,5117,2118
841,25-03-2016,75,E,9,130,,N,5602,1.3,1,1,88369,4725,11057,20010,18398,18470,15709,517,2453,4876,5346,5117,2118
842,25-03-2016,75,N,13,175,,N,1339,1.09,1,1,19788,546,2541,4938,5082,4457,2224,517,2453,4876,5346,5117,2118
843,25-03-2016,75,N,17,154,,A,2013,1.37,1,1,30214,2038,2873,5264,7391,7446,5202,517,2453,4876,5346,5117,2118
844,25-03-2016,77,E,17,299,,N,554,0.55,1,1,6498,166,780,1331,1723,1779,719,517,2453,4876,5346,5117,2118
845,25-03-2016,77,E,14,197,,N,1670,2,1,1,22649,478,2478,5537,6318,5219,2619,517,2453,4876,5346,5117,2118
846,25-03-2016,77,E,17,343,,N,5092,0.5,1,1,77619,2903,8674,17848,19662,18016,10516,517,2453,4876,5346,5117,2118
847,25-03-2016,77,N,16,102,,N,1595,0.82,1,1,20431,452,1243,4100,6168,5606,2862,517,2453,4876,5346,5117,2118
848,26-03-2016,75,E,13,38,,N,1281,1.5,1,1,16326,463,1263,4111,4795,3813,1881,517,2453,4876,5346,5117,2118
849,26-03-2016,75,E,14,104,,N,1051,0.28,1,1,13613,532,770,3192,4040,3290,1789,517,2453,4876,5346,5117,2118
850,26-03-2016,75,E,12,336,,N,2328,1.64,1,1,27929,1122,1636,7316,7535,5993,4327,517,2453,4876,5346,5117,2118
851,26-03-2016,75,E,11,130,,B,5497,1.3,1,1,81982,5947,7474,20472,18811,14103,15175,517,2453,4876,5346,5117,2118
852,26-03-2016,75,N,12,175,,N,1102,1.09,1,1,15373,716,1070,3547,4220,3998,1822,517,2453,4876,5346,5117,2118
853,26-03-2016,75,N,15,154,,N,1692,1.37,1,1,25356,1870,1910,4196,6362,6064,4954,517,2453,4876,5346,5117,2118
854,26-03-2016,77,E,14,299,,N,471,0.55,1,1,5766,157,426,1356,1737,1401,689,517,2453,4876,5346,5117,2118
855,26-03-2016,77,E,17,197,,A,2114,2,1,1,21341,653,1071,4510,5537,7082,2488,517,2453,4876,5346,5117,2118
856,26-03-2016,77,E,13,343,,B,4790,0.5,1,1,56494,3974,5645,15270,16116,4917,10572,517,2453,4876,5346,5117,2118
857,26-03-2016,77,N,19,102,,A,1660,0.82,1,1,19674,750,778,3849,5508,6043,2746,517,2453,4876,5346,5117,2118
858,27-03-2016,75,E,13,104,,N,1214,0.28,1,1,13009,495,552,2955,4425,3251,1331,517,2453,4876,5346,5117,2118
859,27-03-2016,75,E,14,38,,N,1073,1.5,1,1,13535,425,871,3209,3884,3490,1656,517,2453,4876,5346,5117,2118
860,27-03-2016,75,E,12,336,,S,2595,1.64,1,1,27561,1444,1246,6932,8094,6412,3433,517,2453,4876,5346,5117,2118
861,27-03-2016,75,E,18,130,,N,5386,1.3,1,1,85113,5794,5478,17568,19866,20488,15919,517,2453,4876,5346,5117,2118
862,27-03-2016,75,N,13,175,,S,983,1.09,1,1,11294,609,718,2575,3315,2728,1349,517,2453,4876,5346,5117,2118
863,27-03-2016,75,N,15,154,,A,1663,1.37,1,1,24174,2024,1637,3609,6034,6041,4829,517,2453,4876,5346,5117,2118
864,27-03-2016,77,E,13,299,,N,533,0.55,1,1,5723,195,257,1156,1862,1634,619,517,2453,4876,5346,5117,2118
865,27-03-2016,77,E,13,197,,N,1191,2,1,1,14685,594,689,3282,4455,3826,1839,517,2453,4876,5346,5117,2118
866,27-03-2016,77,E,13,343,,N,4642,0.5,1,1,59348,3462,3286,12755,17261,14646,7938,517,2453,4876,5346,5117,2118
867,27-03-2016,77,N,14,102,,S,1171,0.82,1,1,13513,625,542,2818,4401,3338,1789,517,2453,4876,5346,5117,2118
868,28-03-2016,75,E,18,104,,N,1162,0.28,1,1,13068,268,1837,2629,3113,3862,1359,517,2453,4876,5346,5117,2118
869,28-03-2016,75,E,8,38,,N,1546,1.5,1,1,19012,329,3447,4810,4748,4385,1293,517,2453,4876,5346,5117,2118
870,28-03-2016,75,E,18,336,,N,2010,1.64,1,1,25580,787,2811,6941,6029,6425,2587,517,2453,4876,5346,5117,2118
871,28-03-2016,75,E,18,130,,N,5854,1.3,1,1,90222,4181,12116,21320,19989,20226,12390,517,2453,4876,5346,5117,2118
872,28-03-2016,75,N,9,175,,N,1395,1.09,1,1,20109,394,2885,5104,5310,4697,1719,517,2453,4876,5346,5117,2118
873,28-03-2016,75,N,18,154,,N,2235,1.37,1,1,29530,1243,3374,5698,7191,7617,4407,517,2453,4876,5346,5117,2118
874,28-03-2016,77,E,18,299,,N,604,0.55,1,1,6448,134,1086,1300,1515,1858,555,517,2453,4876,5346,5117,2118
875,28-03-2016,77,E,17,197,,N,1778,2,1,1,23276,371,3155,5636,6008,6072,2034,517,2453,4876,5346,5117,2118
876,28-03-2016,77,E,18,343,,N,5996,0.5,1,1,76605,2203,9979,17826,18689,19681,8227,517,2453,4876,5346,5117,2118
877,28-03-2016,77,N,18,102,,N,1698,0.82,1,1,19857,323,1844,4109,5742,5659,2180,517,2453,4876,5346,5117,2118
878,29-03-2016,75,E,17,104,,N,1184,0.28,1,1,13118,291,1869,2613,3210,3767,1368,517,2453,4876,5346,5117,2118
879,29-03-2016,75,E,8,38,,N,1617,1.5,1,1,18936,298,3580,4820,4846,4102,1290,517,2453,4876,5346,5117,2118
880,29-03-2016,75,E,17,336,,N,1930,1.64,1,1,24912,778,2735,6433,5763,6578,2625,517,2453,4876,5346,5117,2118
881,29-03-2016,75,E,9,130,,N,5891,1.3,1,1,87622,3934,12154,21493,20418,18528,11095,517,2453,4876,5346,5117,2118
882,29-03-2016,75,N,8,175,,N,1469,1.09,1,1,20340,497,3061,5132,5182,4682,1786,517,2453,4876,5346,5117,2118
883,29-03-2016,75,N,18,154,,N,2166,1.37,1,1,29430,1284,3398,5737,7163,7690,4158,517,2453,4876,5346,5117,2118
884,29-03-2016,77,E,18,299,,N,618,0.55,1,1,6208,136,1037,1345,1422,1807,461,517,2453,4876,5346,5117,2118
885,29-03-2016,77,E,17,197,,N,1701,2,1,1,23141,313,3197,5830,6076,5771,1954,517,2453,4876,5346,5117,2118
886,29-03-2016,77,E,9,343,,N,5365,0.5,1,1,75670,2166,9796,18106,18880,18396,8326,517,2453,4876,5346,5117,2118
887,29-03-2016,77,N,17,102,,N,1688,0.82,1,1,19705,298,1766,4308,5749,5580,2004,517,2453,4876,5346,5117,2118
888,30-03-2016,75,E,18,104,,N,1152,0.28,1,1,13695,275,1829,2629,3157,4029,1776,517,2453,4876,5346,5117,2118
889,30-03-2016,75,E,8,38,,N,1644,1.5,1,1,19899,282,3701,4827,4765,4831,1493,517,2453,4876,5346,5117,2118
890,30-03-2016,75,E,18,336,,N,2155,1.64,1,1,26332,698,2659,6916,6113,7013,2933,517,2453,4876,5346,5117,2118
891,30-03-2016,75,E,18,130,,N,6129,1.3,1,1,92839,3692,11922,21279,20592,21674,13680,517,2453,4876,5346,5117,2118
892,30-03-2016,75,N,8,175,,N,1449,1.09,1,1,21272,541,3105,5229,5424,5194,1779,517,2453,4876,5346,5117,2118
893,30-03-2016,75,N,18,154,,N,2454,1.37,1,1,30580,1225,3424,5771,7367,8227,4566,517,2453,4876,5346,5117,2118
894,30-03-2016,77,E,18,299,,N,607,0.55,1,1,6510,74,1058,1323,1520,1903,632,517,2453,4876,5346,5117,2118
895,30-03-2016,77,E,18,197,,N,1803,2,1,1,24140,338,3119,5825,6150,6376,2332,517,2453,4876,5346,5117,2118
896,30-03-2016,77,E,18,343,,N,5733,0.5,1,1,79455,2195,9836,18271,18854,20680,9619,517,2453,4876,5346,5117,2118
897,30-03-2016,77,N,18,102,,N,1668,0.82,1,1,20317,282,1834,4190,5858,5801,2352,517,2453,4876,5346,5117,2118
898,31-03-2016,75,E,8,38,,N,1672,1.5,1,1,19986,292,3682,4932,4772,4658,1650,517,2453,4876,5346,5117,2118
899,31-03-2016,75,E,17,104,,N,1145,0.28,1,1,14049,301,1845,2756,3268,4061,1818,517,2453,4876,5346,5117,2118
900,31-03-2016,75,E,17,336,,N,2066,1.64,1,1,27169,763,2640,6959,6744,6918,3145,517,2453,4876,5346,5117,2118
901,31-03-2016,75,E,8,130,,N,5876,1.3,1,1,95429,4487,12776,21117,21491,21393,14165,517,2453,4876,5346,5117,2118
902,31-03-2016,75,N,8,175,,N,1492,1.09,1,1,20998,545,3149,5203,5308,4852,1941,517,2453,4876,5346,5117,2118
903,31-03-2016,75,N,18,154,,N,2305,1.37,1,1,31043,1252,3413,5845,7538,8128,4867,517,2453,4876,5346,5117,2118
904,31-03-2016,77,E,18,299,,N,658,0.55,1,1,6562,110,1072,1250,1571,1946,613,517,2453,4876,5346,5117,2118
905,31-03-2016,77,E,22,197,,A,1795,2,1,1,26422,389,3101,5793,6006,6354,4779,517,2453,4876,5346,5117,2118
906,31-03-2016,77,E,18,343,,B,5758,0.5,1,1,74919,2391,10087,19323,19801,19459,3858,517,2453,4876,5346,5117,2118
907,31-03-2016,77,N,18,102,,A,1729,0.82,1,1,21914,375,1812,4389,5839,6055,3444,517,2453,4876,5346,5117,2118
908,1/4/2016,75,E,8,38,,N,1644,1.5,1,1,21379,337,3557,5236,5334,4926,1989,517,2453,4876,5346,5117,2118
909,1/4/2016,75,E,17,104,,N,1230,0.28,1,1,15936,329,1784,3356,3934,4392,2141,517,2453,4876,5346,5117,2118
910,1/4/2016,75,E,17,336,,N,2437,1.64,1,1,30519,790,2556,7411,8213,8086,3463,517,2453,4876,5346,5117,2118
911,1/4/2016,75,E,17,130,,N,5792,1.3,1,1,98608,4749,12741,22090,21575,21330,16123,517,2453,4876,5346,5117,2118
912,1/4/2016,75,N,15,175,,N,1428,1.09,1,1,21570,550,3010,5288,5305,5006,2411,517,2453,4876,5346,5117,2118
913,1/4/2016,75,N,18,154,,N,2372,1.37,1,1,32405,1403,3302,6006,7967,8288,5439,517,2453,4876,5346,5117,2118
914,1/4/2016,77,E,18,299,,N,623,0.55,1,1,7152,143,953,1322,1789,2095,850,517,2453,4876,5346,5117,2118
915,1/4/2016,77,E,16,197,,N,1684,2,1,1,24780,424,3229,5874,6352,6109,2792,517,2453,4876,5346,5117,2118
916,1/4/2016,77,E,17,343,,N,5744,0.5,1,1,86123,2753,10413,20247,20658,20581,11471,517,2453,4876,5346,5117,2118
917,1/4/2016,77,N,18,102,,N,1905,0.82,1,1,23808,458,1912,4863,6664,6741,3170,517,2453,4876,5346,5117,2118
918,2/4/2016,75,E,12,38,,N,1266,1.5,1,1,16448,469,1363,4456,4350,4059,1751,517,2453,4876,5346,5117,2118
919,2/4/2016,75,E,13,104,,N,877,0.28,1,1,12363,527,939,2857,3369,2948,1723,517,2453,4876,5346,5117,2118
920,2/4/2016,75,E,11,336,,N,1999,1.64,1,1,24933,1056,1799,6754,6347,5371,3606,517,2453,4876,5346,5117,2118
921,2/4/2016,75,E,17,130,,N,5294,1.3,1,1,89253,6070,9164,20159,18822,19593,15445,517,2453,4876,5346,5117,2118
922,2/4/2016,75,N,12,175,,N,1061,1.09,1,1,15334,742,1217,3600,3927,3782,2066,517,2453,4876,5346,5117,2118
923,2/4/2016,75,N,15,154,,N,1626,1.37,1,1,25640,1805,1901,4581,6325,6102,4926,517,2453,4876,5346,5117,2118
924,2/4/2016,77,E,13,299,,A,381,0.55,1,1,5255,225,514,1170,1392,1300,654,517,2453,4876,5346,5117,2118
925,2/4/2016,77,E,14,197,,N,1258,2,1,1,18014,673,1107,4383,4925,4413,2513,517,2453,4876,5346,5117,2118
926,2/4/2016,77,E,14,343,,N,4703,0.5,1,1,71618,3910,7196,16350,18304,15499,10359,517,2453,4876,5346,5117,2118
927,2/4/2016,77,N,14,102,,N,1413,0.82,1,1,18104,704,850,3868,5323,4709,2650,517,2453,4876,5346,5117,2118
928,3/4/2016,75,E,13,38,,N,1277,1.5,1,1,15188,416,912,3659,4875,3756,1570,517,2453,4876,5346,5117,2118
929,3/4/2016,75,E,13,104,,N,1077,0.28,1,1,12965,496,596,3031,4029,3209,1604,517,2453,4876,5346,5117,2118
930,3/4/2016,75,E,12,336,,A,2488,1.64,1,1,26707,1102,1241,6913,7688,6027,3736,517,2453,4876,5346,5117,2118
931,3/4/2016,75,E,17,130,,N,5790,1.3,1,1,86821,6311,5778,18333,21623,21715,13061,517,2453,4876,5346,5117,2118
932,3/4/2016,75,N,13,175,,N,1195,1.09,1,1,13918,632,861,3038,4223,3622,1542,517,2453,4876,5346,5117,2118
933,3/4/2016,75,N,15,154,,N,1735,1.37,1,1,24539,1652,1588,3737,6224,6355,4983,517,2453,4876,5346,5117,2118
934,3/4/2016,77,E,15,299,,N,470,0.55,1,1,5700,214,374,1342,1703,1487,580,517,2453,4876,5346,5117,2118
935,3/4/2016,77,E,14,197,,N,1249,2,1,1,15285,668,653,3230,4662,4060,2012,517,2453,4876,5346,5117,2118
936,3/4/2016,77,E,15,343,,S,4545,0.5,1,1,65368,3898,4518,13843,17860,15407,9842,517,2453,4876,5346,5117,2118
937,3/4/2016,77,N,15,102,,S,1273,0.82,1,1,15815,618,641,2981,4930,4096,2549,517,2453,4876,5346,5117,2118
938,4/4/2016,75,E,8,38,,N,1681,1.5,1,1,19936,345,3602,4967,4926,4608,1488,517,2453,4876,5346,5117,2118
939,4/4/2016,75,E,18,104,,N,1139,0.28,1,1,13251,306,1837,2638,3076,3957,1437,517,2453,4876,5346,5117,2118
940,4/4/2016,75,E,18,336,,N,2023,1.64,1,1,24495,782,2850,6258,5749,6461,2395,517,2453,4876,5346,5117,2118
941,4/4/2016,75,E,17,130,,N,5480,1.3,1,1,86988,4157,11843,19974,19881,19122,12011,517,2453,4876,5346,5117,2118
942,4/4/2016,75,N,8,175,,N,1454,1.09,1,1,20183,449,2957,5194,5092,4800,1691,517,2453,4876,5346,5117,2118
943,4/4/2016,75,N,18,154,,N,2340,1.37,1,1,29673,1297,3446,5758,7105,7665,4402,517,2453,4876,5346,5117,2118
944,4/4/2016,77,E,18,299,,A,608,0.55,1,1,6524,142,1104,1268,1466,1913,631,517,2453,4876,5346,5117,2118
945,4/4/2016,77,E,18,197,,N,1774,2,1,1,23514,364,3231,5588,6048,6121,2162,517,2453,4876,5346,5117,2118
946,4/4/2016,77,E,18,343,,N,5622,0.5,1,1,74810,2277,9691,17725,17859,19177,8081,517,2453,4876,5346,5117,2118
947,4/4/2016,77,N,18,102,,N,1750,0.82,1,1,21012,355,1896,4403,6043,5994,2321,517,2453,4876,5346,5117,2118
948,5/4/2016,75,E,8,38,,N,1611,1.5,1,1,19811,309,3609,4935,4743,4749,1466,517,2453,4876,5346,5117,2118
949,5/4/2016,75,E,18,104,,N,1143,0.28,1,1,13274,266,1861,2561,3089,3892,1605,517,2453,4876,5346,5117,2118
950,5/4/2016,75,E,17,336,,A,1963,1.64,1,1,24678,653,2712,6162,5987,6549,2615,517,2453,4876,5346,5117,2118
951,5/4/2016,75,E,18,130,,N,5847,1.3,1,1,86087,3882,10123,19664,20147,20595,11676,517,2453,4876,5346,5117,2118
952,5/4/2016,75,N,8,175,,N,1456,1.09,1,1,20424,529,3099,5047,4965,4827,1957,517,2453,4876,5346,5117,2118
953,5/4/2016,75,N,18,154,,N,2218,1.37,1,1,29435,1161,3478,5687,7010,7729,4370,517,2453,4876,5346,5117,2118
954,5/4/2016,77,E,18,299,,N,601,0.55,1,1,6265,87,1085,1233,1404,1867,589,517,2453,4876,5346,5117,2118
955,5/4/2016,77,E,18,197,,N,1748,2,1,1,23912,359,3113,5756,6167,6187,2330,517,2453,4876,5346,5117,2118
956,5/4/2016,77,E,17,343,,N,5292,0.5,1,1,75130,2081,9560,17558,18001,19201,8729,517,2453,4876,5346,5117,2118
957,5/4/2016,77,N,18,102,,N,1732,0.82,1,1,20795,371,1889,4321,5828,6078,2308,517,2453,4876,5346,5117,2118
958,6/4/2016,75,E,8,38,,N,1657,1.5,1,1,19869,298,3646,4829,4798,4756,1542,517,2453,4876,5346,5117,2118
959,6/4/2016,75,E,18,104,,N,1195,0.28,1,1,13646,293,1784,2542,3194,3947,1886,517,2453,4876,5346,5117,2118
960,6/4/2016,75,E,18,336,,N,2021,1.64,1,1,24485,652,2472,5800,5942,6746,2873,517,2453,4876,5346,5117,2118
961,6/4/2016,75,E,17,130,,N,5758,1.3,1,1,84689,4029,10257,18650,19446,20751,11556,517,2453,4876,5346,5117,2118
962,6/4/2016,75,N,9,175,,N,1491,1.09,1,1,20913,513,3117,5224,5270,4968,1821,517,2453,4876,5346,5117,2118
963,6/4/2016,75,N,18,154,,N,2384,1.37,1,1,29831,1032,3386,5722,7071,8034,4586,517,2453,4876,5346,5117,2118
964,6/4/2016,77,E,18,299,,N,638,0.55,1,1,6228,82,1040,1230,1365,1898,613,517,2453,4876,5346,5117,2118
965,6/4/2016,77,E,18,197,,N,1819,2,1,1,24287,354,3163,5741,6479,6265,2285,517,2453,4876,5346,5117,2118
966,6/4/2016,77,E,17,343,,N,5624,0.5,1,1,77604,2154,9602,17570,18854,19824,9600,517,2453,4876,5346,5117,2118
967,6/4/2016,77,N,18,102,,N,1707,0.82,1,1,20423,340,1879,4232,5689,5850,2433,517,2453,4876,5346,5117,2118
968,7/4/2016,75,E,8,38,,N,1694,1.5,1,1,19714,300,3593,4837,4648,4687,1649,517,2453,4876,5346,5117,2118
969,7/4/2016,75,E,18,104,,N,1154,0.28,1,1,13920,284,1868,2764,3176,4017,1811,517,2453,4876,5346,5117,2118
970,7/4/2016,75,E,18,336,,N,2112,1.64,1,1,26052,698,2635,6231,6446,7056,2986,517,2453,4876,5346,5117,2118
971,7/4/2016,75,E,17,130,,N,5018,1.3,1,1,82125,3654,10163,18895,18743,18163,12507,517,2453,4876,5346,5117,2118
972,7/4/2016,75,N,8,175,,N,1458,1.09,1,1,20918,512,3107,5103,5221,5024,1951,517,2453,4876,5346,5117,2118
973,7/4/2016,75,N,18,154,,N,2454,1.37,1,1,30924,1196,3546,5672,7323,8332,4855,517,2453,4876,5346,5117,2118
974,7/4/2016,77,E,18,299,,N,613,0.55,1,1,6633,105,1112,1196,1593,1898,729,517,2453,4876,5346,5117,2118
975,7/4/2016,77,E,16,197,,N,1668,2,1,1,24133,375,3122,5850,6290,6045,2451,517,2453,4876,5346,5117,2118
976,7/4/2016,77,E,19,343,,N,5302,0.5,1,1,76692,1971,9532,17555,18765,18940,9929,517,2453,4876,5346,5117,2118
977,7/4/2016,77,N,17,102,,N,1649,0.82,1,1,20646,399,1826,4212,5734,5887,2588,517,2453,4876,5346,5117,2118
978,8/4/2016,75,E,8,38,,N,1605,1.5,1,1,20897,285,3469,5149,5173,4849,1972,517,2453,4876,5346,5117,2118
979,8/4/2016,75,E,16,104,,N,1252,0.28,1,1,15926,352,1763,3144,4087,4348,2232,517,2453,4876,5346,5117,2118
980,8/4/2016,75,E,12,336,,A,2563,1.64,1,1,32308,857,2634,8288,9303,7666,3560,517,2453,4876,5346,5117,2118
981,8/4/2016,75,E,9,130,,A,4929,1.3,1,1,82972,4481,10493,19019,18664,16225,14090,517,2453,4876,5346,5117,2118
982,8/4/2016,75,N,8,175,,N,1448,1.09,1,1,21390,518,3068,5170,5310,4941,2383,517,2453,4876,5346,5117,2118
983,8/4/2016,75,N,18,154,,N,2353,1.37,1,1,32319,1398,3421,5835,7728,8459,5478,517,2453,4876,5346,5117,2118
984,8/4/2016,77,E,18,299,,N,661,0.55,1,1,7233,147,1013,1354,1780,2133,806,517,2453,4876,5346,5117,2118
985,8/4/2016,77,E,18,197,,N,1793,2,1,1,25159,437,3168,5858,6511,6273,2912,517,2453,4876,5346,5117,2118
986,8/4/2016,77,E,18,343,,N,5489,0.5,1,1,81247,2566,9500,19100,19137,19312,11632,517,2453,4876,5346,5117,2118
987,8/4/2016,77,N,18,102,,N,1897,0.82,1,1,22646,392,1867,4577,6148,6570,3092,517,2453,4876,5346,5117,2118
988,9/4/2016,75,E,12,104,,N,1130,0.28,1,1,15305,523,905,3537,4425,3673,2242,517,2453,4876,5346,5117,2118
989,9/4/2016,75,E,13,38,,N,1449,1.5,1,1,18220,428,1505,5032,5085,4127,2043,517,2453,4876,5346,5117,2118
990,9/4/2016,75,E,12,336,,N,2221,1.64,1,1,26935,1036,1644,6839,7390,6087,3939,517,2453,4876,5346,5117,2118
991,9/4/2016,75,E,19,130,,A,5446,1.3,1,1,87868,5903,7594,19661,19759,20306,14645,517,2453,4876,5346,5117,2118
992,9/4/2016,75,N,13,175,,N,1155,1.09,1,1,16239,722,1206,3852,4301,3946,2212,517,2453,4876,5346,5117,2118
993,9/4/2016,75,N,14,154,,N,1722,1.37,1,1,26106,1665,2065,4513,6564,6294,5005,517,2453,4876,5346,5117,2118
994,9/4/2016,77,E,15,299,,N,474,0.55,1,1,6123,206,491,1381,1770,1503,772,517,2453,4876,5346,5117,2118
995,9/4/2016,77,E,13,197,,N,1448,2,1,1,19900,666,1380,4734,5466,4933,2721,517,2453,4876,5346,5117,2118
996,9/4/2016,77,E,13,343,,N,4852,0.5,1,1,72859,3838,5660,16538,18427,16205,12191,517,2453,4876,5346,5117,2118
997,9/4/2016,77,N,15,102,,N,1367,0.82,1,1,18398,678,893,4013,5360,4677,2777,517,2453,4876,5346,5117,2118
998,10/4/2016,75,E,14,38,,N,1202,1.5,1,1,14335,388,910,3695,4450,3526,1366,517,2453,4876,5346,5117,2118
999,10/4/2016,75,E,14,104,,N,1206,0.28,1,1,13306,547,615,2957,4515,3277,1395,517,2453,4876,5346,5117,2118
1000,10/4/2016,75,E,12,336,,N,2505,1.64,1,1,25248,1066,1211,6546,7445,5932,3048,517,2453,4876,5346,5117,2118
1001,10/4/2016,75,E,18,130,,N,5632,1.3,1,1,83750,7114,5337,17263,19954,21166,12916,517,2453,4876,5346,5117,2118
1002,10/4/2016,75,N,13,175,,N,1122,1.09,1,1,13116,672,794,2999,3939,3252,1460,517,2453,4876,5346,5117,2118
1003,10/4/2016,75,N,15,154,,N,1678,1.37,1,1,23688,1601,1519,3564,6289,5969,4746,517,2453,4876,5346,5117,2118
1004,10/4/2016,77,E,16,299,,N,471,0.55,1,1,5558,190,322,1186,1769,1514,577,517,2453,4876,5346,5117,2118
1005,10/4/2016,77,E,14,197,,N,1154,2,1,1,14966,655,659,3413,4525,3937,1777,517,2453,4876,5346,5117,2118
1006,10/4/2016,77,E,13,343,,N,4915,0.5,1,1,63611,4080,3601,13804,18777,15616,7733,517,2453,4876,5346,5117,2118
1007,10/4/2016,77,N,14,102,,N,1273,0.82,1,1,14307,563,529,2796,4654,3912,1853,517,2453,4876,5346,5117,2118
1008,11/4/2016,75,E,18,104,,N,1091,0.28,1,1,12920,263,1713,2602,3072,3824,1446,517,2453,4876,5346,5117,2118
1009,11/4/2016,75,E,8,38,,N,1679,1.5,1,1,19391,323,3660,4819,4754,4462,1373,517,2453,4876,5346,5117,2118
1010,11/4/2016,75,E,17,336,,N,1911,1.64,1,1,23755,658,2940,5982,5425,6279,2471,517,2453,4876,5346,5117,2118
1011,11/4/2016,75,E,18,130,,N,5644,1.3,1,1,78419,3882,10356,17898,16743,19373,10167,517,2453,4876,5346,5117,2118
1012,11/4/2016,75,N,8,175,,N,1495,1.09,1,1,20553,410,3085,5146,5315,4869,1728,517,2453,4876,5346,5117,2118
1013,11/4/2016,75,N,18,154,,N,2273,1.37,1,1,29960,1240,3557,5654,7278,7844,4387,517,2453,4876,5346,5117,2118
1014,11/4/2016,77,E,18,299,,N,609,0.55,1,1,6385,77,1053,1322,1458,1935,540,517,2453,4876,5346,5117,2118
1015,11/4/2016,77,E,18,197,,N,1825,2,1,1,23358,331,3073,5733,6144,6010,2067,517,2453,4876,5346,5117,2118
1016,11/4/2016,77,E,17,343,,N,5186,0.5,1,1,72871,1915,9742,17215,17681,18268,8050,517,2453,4876,5346,5117,2118
1017,11/4/2016,77,N,18,102,,N,1797,0.82,1,1,20240,278,1871,4283,5778,5849,2181,517,2453,4876,5346,5117,2118
1018,12/4/2016,75,E,8,38,,N,1628,1.5,1,1,19465,264,3646,4890,4620,4642,1403,517,2453,4876,5346,5117,2118
1019,12/4/2016,75,E,17,104,,N,1156,0.28,1,1,13202,262,1868,2682,3119,3754,1517,517,2453,4876,5346,5117,2118
1020,12/4/2016,75,E,17,336,,N,1943,1.64,1,1,22886,626,2665,5545,5370,6416,2264,517,2453,4876,5346,5117,2118
1021,12/4/2016,75,E,18,130,,N,5986,1.3,1,1,81514,3692,10059,17540,17880,20937,11406,517,2453,4876,5346,5117,2118
1022,12/4/2016,75,N,18,175,,N,1398,1.09,1,1,20433,518,3104,5066,5082,4872,1791,517,2453,4876,5346,5117,2118
1023,12/4/2016,75,N,18,154,,N,2317,1.37,1,1,29311,1107,3460,5633,7102,7708,4301,517,2453,4876,5346,5117,2118
1024,12/4/2016,77,E,18,299,,N,602,0.55,1,1,6058,92,1059,1215,1327,1845,520,517,2453,4876,5346,5117,2118
1025,12/4/2016,77,E,18,197,,N,1942,2,1,1,23975,309,3167,5847,6173,6302,2177,517,2453,4876,5346,5117,2118
1026,12/4/2016,77,E,18,343,,N,5816,0.5,1,1,74673,2012,9557,17562,18069,19354,8119,517,2453,4876,5346,5117,2118
1027,12/4/2016,77,N,18,102,,N,1675,0.82,1,1,20293,320,1826,4448,5696,5843,2160,517,2453,4876,5346,5117,2118
1028,13-04-2016,75,E,8,38,,N,1699,1.5,1,1,19686,270,3725,4949,4679,4671,1392,517,2453,4876,5346,5117,2118
1029,13-04-2016,75,E,17,104,,N,1159,0.28,1,1,13358,244,1890,2586,3072,3942,1624,517,2453,4876,5346,5117,2118
1030,13-04-2016,75,E,18,336,,N,1995,1.64,1,1,22789,616,2652,5366,5434,6485,2236,517,2453,4876,5346,5117,2118
1031,13-04-2016,75,E,9,130,,N,5568,1.3,1,1,83370,3626,11427,19118,19016,19205,10978,517,2453,4876,5346,5117,2118
1032,13-04-2016,75,N,8,175,,N,1452,1.09,1,1,20332,478,3131,5133,5039,4791,1760,517,2453,4876,5346,5117,2118
1033,13-04-2016,75,N,18,154,,N,2305,1.37,1,1,29480,986,3352,5689,7226,7970,4257,517,2453,4876,5346,5117,2118
1034,13-04-2016,77,E,18,299,,N,623,0.55,1,1,6199,103,1068,1188,1392,1889,559,517,2453,4876,5346,5117,2118
